2016-06-04T09:53:45.530902
E0:43:DB	Shenzhen ViewAt Technology Co.,Ltd.
24:93:CA	Voxtronic Technology Computer-Systeme GmbH
68:8A:B5	EDP Servicos
40:7A:80	Nokia Corporation
F0:61:30	Advantage Pharmacy Services, LLC
D4:81:CA	iDevices, LLC
B8:98:F7	Gionee Communication Equipment Co,Ltd.ShenZhen
C0:F1:C4	Pacidal Corporation Ltd.
D8:58:D7	CZ.NIC, z.s.p.o.
10:B7:13	Private
E8:E7:70	Warp9 Tech Design, Inc.
78:CA:5E	ELNO
98:FF:D0	Lenovo Mobile Communication Technology Ltd.
50:A0:54	Actineon
48:EE:86	UTStarcom (China) Co.,Ltd
50:56:A8	Jolla Ltd
D0:9D:0A	LINKCOM
54:FB:58	WISEWARE, Lda
C0:A0:BB	D-Link International
28:A1:EB	ETEK TECHNOLOGY (SHENZHEN) CO.,LTD
4C:CB:F5	zte corporation
F0:F5:AE	Adaptrum Inc.
F4:28:96	SPECTO PAINEIS ELETRONICOS LTDA
1C:7B:21	Sony Mobile Communications AB
BC:96:80	Shenzhen Gongjin Electronics Co.,Ltd
9C:28:40	Discovery Technology,LTD..
F8:9F:B8	YAZAKI Energy System Corporation
F0:37:A1	Huike Electronics (SHENZHEN) CO., LTD.
6C:D1:B0	WING SING ELECTRONICS HONG KONG LIMITED
A4:F5:22	CHOFU SEISAKUSHO CO.,LTD
7C:E5:6B	ESEN Optoelectronics Technology Co.,Ltd.
CC:47:03	Intercon Systems Co., Ltd.
5C:33:27	Spazio Italia srl
F8:5B:C9	M-Cube Spa
80:05:DF	Montage Technology Group Limited
78:E8:B6	zte corporation
04:1B:94	Host Mobility AB
CC:2A:80	Micro-Biz intelligence solutions Co.,Ltd
38:59:F8	MindMade Sp. z o.o.
5C:02:6A	Applied Vision Corporation
7C:BD:06	AE REFUsol
94:BA:56	Shenzhen Coship Electronics Co., Ltd.
28:94:AF	Samhwa Telecom
74:0E:DB	Optowiz Co., Ltd
00:A2:FF	abatec group AG
D0:95:C7	Pantech Co., Ltd.
D0:2C:45	littleBits Electronics, Inc.
50:27:C7	TECHNART Co.,Ltd
24:80:00	Westcontrol AS
F8:4A:7F	Innometriks Inc
58:63:9A	TPL SYSTEMES
0C:9B:13	Shanghai Magic Mobile Telecommunication Co.Ltd.
3C:15:EA	TESCOM CO., LTD.
B4:CC:E9	PROSYST
34:A3:BF	Terewave. Inc.
B0:CE:18	Zhejiang shenghui lighting co.,Ltd
50:3C:C4	Lenovo Mobile Communication Technology Ltd.
28:6D:97	SAMJIN Co., Ltd.
AC:E4:2E	SK hynix
08:EF:3B	MCS Logic Inc.
80:6C:8B	KAESER KOMPRESSOREN AG
04:8C:03	ThinPAD Technology (Shenzhen)CO.,LTD
84:E6:29	Bluwan SA
34:CD:6D	CommSky Technologies
C4:7F:51	Inventek Systems
E8:D4:E0	Beijing BenyWave Technology Co., Ltd.
38:89:DC	Opticon Sensors Europe B.V.
68:1D:64	Sunwave Communications Co., Ltd
F4:CD:90	Vispiron Rotec GmbH
E4:38:F2	Advantage Controls
24:C9:A1	Ruckus Wireless
C8:F3:86	Shenzhen Xiaoniao Technology Co.,Ltd
E8:CE:06	SkyHawke Technologies, LLC.
B0:80:8C	Laser Light Engines
C4:19:EC	Qualisys AB
98:10:94	Shenzhen Vsun communication technology Co.,ltd
08:27:19	APS systems/electronic AG
D4:AC:4E	BODi rS, LLC
B0:38:50	Nanjing CAS-ZDC IOT SYSTEM CO.,LTD
C0:DA:74	Hangzhou Sunyard Technology Co., Ltd.
34:A8:43	KYOCERA Display Corporation
6C:57:79	Aclima, Inc.
40:BD:9E	Physio-Control, Inc
58:1C:BD	Affinegy
F8:2B:C8	Jiangsu Switter Co., Ltd
60:C3:97	2Wire Inc
30:65:EC	Wistron (ChongQing)
5C:A3:EB	Lokel s.r.o.
04:DF:69	Car Connectivity Consortium
28:DB:81	Shanghai Guao Electronic Technology Co., Ltd
9C:B7:93	Creatcomm Technology Inc.
A0:B1:00	ShenZhen Cando Electronics Co.,Ltd
40:56:0C	In Home Displays Ltd
94:36:E0	Sichuan Bihong Broadcast &amp; Television New Technologies Co.,Ltd
D4:D5:0D	Southwest Microwave, Inc
B8:CD:93	Penetek, Inc
D8:FE:E3	D-Link International
F8:51:6D	Denwa Technology Corp.
10:78:CE	Hanvit SI, Inc.
D8:DA:52	APATOR S.A.
10:7A:86	U&U ENGINEERING INC.
98:0D:2E	HTC Corporation
84:2F:75	Innokas Group
D4:BF:7F	UPVEL
50:61:D6	Indu-Sol GmbH
68:EC:62	YODO Technology Corp. Ltd.
F0:7F:0C	Leopold Kostal GmbH &Co. KG
5C:22:C4	DAE EUN ELETRONICS CO., LTD
08:48:2C	Raycore Taiwan Co., LTD.
F4:B3:81	WindowMaster A/S
74:F1:02	Beijing HCHCOM Technology Co., Ltd
08:0E:A8	Velex s.r.l.
00:86:A0	Private
60:FE:1E	China Palms Telecom.Ltd
84:1E:26	KERNEL-I Co.,LTD
34:9D:90	Heinzmann GmbH & CO. KG
D4:01:6D	TP-LINK TECHNOLOGIES CO.,LTD.
FC:11:86	Logic3 plc
50:CD:32	NanJing Chaoran Science & Technology Co.,Ltd.
68:3E:EC	ERECA
44:61:9C	FONsystem co. ltd.
BC:BA:E1	AREC Inc.
18:FA:6F	ISC applied systems corp
9C:97:26	Technicolor
88:09:05	MTMCommunications
C4:26:28	Airo Wireless
74:5F:00	Samsung Semiconductor Inc.
54:1F:D5	Advantage Electronics
90:FF:79	Metro Ethernet Forum
E0:81:77	GreenBytes, Inc.
48:F2:30	Ubizcore Co.,LTD
B0:C9:5B	Beijing Symtech CO.,LTD
88:15:44	Meraki, Inc.
DC:A9:89	MACANDC
C0:5E:6F	V. Stonkaus firma Kodinis Raktas
6C:D1:46	Smartek d.o.o.
E0:C2:B7	Masimo Corporation
F8:2E:DB	RTW GmbH & Co. KG
60:A4:4C	ASUSTek COMPUTER INC.
04:5F:A7	Shenzhen Yichen Technology Development Co.,LTD
98:3F:9F	China SSJ (Suzhou) Network Technology Inc.
F0:23:29	SHOWA DENKI CO.,LTD.
64:99:A0	AG Elektronik AB
A8:01:80	IMAGO Technologies GmbH
04:4C:EF	Fujian Sanao Technology Co.,Ltd
DC:1D:D4	Microstep-MIS spol. s r.o.
E0:18:77	FUJITSU LIMITED
14:94:48	BLU CASTLE S.A.
40:51:6C	Grandex International Corporation
D0:D4:71	MVTECH co., Ltd
34:AD:E4	Shanghai Chint Power Systems Co., Ltd.
18:53:E0	Hanyang Digitech Co.Ltd
C4:E0:32	IEEE 1904.1 Working Group
AC:DB:DA	Shenzhen Geniatech Inc, Ltd
A4:2C:08	Masterwork Automodules
60:B1:85	ATH system
50:4F:94	Loxone Electronics GmbH
8C:07:8C	FLOW DATA INC
88:87:DD	DarbeeVision Inc.
80:7B:1E	Corsair Components
A0:E2:5A	Amicus SK, s.r.o.
F8:7B:62	FASTWEL INTERNATIONAL CO., LTD. Taiwan Branch
B4:98:42	zte corporation
9C:9C:1D	Starkey Labs Inc.
90:CC:24	Synaptics, Inc
AC:17:02	Fibar Group sp. z o.o.
78:98:FD	Q9 Networks Inc.
3C:57:D5	FiveCo
4C:22:58	cozybit, Inc.
10:EA:59	Cisco SPVTG
34:FA:40	Guangzhou Robustel Technologies Co., Limited
18:17:25	Cameo Communications, Inc.
E8:2E:24	Out of the Fog Research LLC
1C:52:D6	FLAT DISPLAY TECHNOLOGY CORPORATION
40:27:0B	Mobileeco Co., Ltd
AC:E9:7F	IoT Tech Limited
30:15:18	Ubiquitous Communication Co. ltd.
10:12:48	ITG, Inc.
10:6F:EF	Ad-Sol Nissin Corp
A0:36:F0	Comprehensive Power
18:0C:AC	CANON INC.
00:DB:1E	Albedo Telecom SL
74:94:3D	AgJunction
08:0C:0B	SysMik GmbH Dresden
C8:FB:26	Cisco SPVTG
7C:C8:AB	Acro Associates, Inc.
C4:DA:26	NOBLEX SA
1C:C3:16	MileSight Technology Co., Ltd.
C4:E7:BE	SCSpro Co.,Ltd
10:5F:49	Cisco SPVTG
04:18:D6	Ubiquiti Networks
44:95:FA	Qingdao Santong Digital Technology Co.Ltd
60:F2:EF	VisionVera International Co., Ltd.
B0:12:66	Futaba-Kikaku
90:9D:E0	Newland Design + Assoc. Inc.
64:D8:14	Cisco Systems, Inc
6C:E4:CE	Villiger Security Solutions AG
30:F3:3A	+plugg srl
58:CF:4B	Lufkin Industries
C4:39:3A	SMC Networks Inc
C4:01:7C	Ruckus Wireless
D4:5C:70	Wi-Fi Alliance
08:EB:ED	World Elite Technology Co.,LTD
60:BC:4C	EWM Hightec Welding GmbH
F4:1E:26	Simon-Kaloi Engineering
C4:45:67	SAMBON PRECISON and ELECTRONICS
D0:73:8E	DONG OH PRECISION CO., LTD.
E8:71:8D	Elsys Equipamentos Eletronicos Ltda
3C:83:B5	Advance Vision Electronics Co. Ltd.
80:82:87	ATCOM Technology Co.Ltd.
28:A1:92	GERP Solution
A0:8C:15	Gerhard D. Wempe KG
8C:E0:81	zte corporation
48:52:61	SOREEL
10:FB:F0	KangSheng LTD.
3C:57:BD	Kessler Crane Inc.
60:0F:77	SilverPlus, Inc
68:51:B7	PowerCloud Systems, Inc.
A4:4E:2D	Adaptive Wireless Solutions, LLC
3C:C1:2C	AES Corporation
0C:CD:FB	EDIC Systems Inc.
2C:E2:A8	DeviceDesign
B4:9D:B4	Axion Technologies Inc.
D8:18:2B	Conti Temic Microelectronic GmbH
30:44:49	PLATH GmbH
94:FD:2E	Shanghai Uniscope Technologies Co.,Ltd
64:A3:41	Wonderlan (Beijing) Technology Co., Ltd.
8C:AE:4C	Plugable Technologies
D8:D5:B9	Rainforest Automation, Inc.
C0:A0:E2	Eden Innovations
E8:AB:FA	Shenzhen Reecam Tech.Ltd.
58:87:4C	LITE-ON CLEAN ENERGY TECHNOLOGY CORP.
E8:5B:F0	Imaging Diagnostics
20:DC:93	Cheetah Hi-Tech, Inc.
78:46:C4	DAEHAP HYPER-TECH
0C:D9:C1	Visteon Corporation
68:AB:8A	RF IDeas
70:E2:4C	SAE IT-systems GmbH & Co. KG
88:61:5A	Siano Mobile Silicon Ltd.
30:21:5B	Shenzhen Ostar Display Electronic Co.,Ltd
DC:02:8E	zte corporation
DC:B0:58	Bürkert Werke GmbH
64:1C:67	DIGIBRAS INDUSTRIA DO BRASILS/A
C8:E1:A7	Vertu Corporation Limited
88:D7:BC	DEP Company
F4:94:66	CountMax,  ltd
4C:AB:33	KST technology
5C:E0:F6	NIC.br- Nucleo de Informacao e Coordenacao do Ponto BR
00:E6:66	ARIMA Communications Corp.
F8:E4:FB	Actiontec Electronics, Inc
58:87:E2	Shenzhen Coship Electronics Co., Ltd.
B4:DF:FA	Litemax Electronics Inc.
48:F8:B3	Cisco-Linksys, LLC
68:1C:A2	Rosewill Inc.
7C:09:2B	Bekey A/S
D8:08:F5	Arcadia Networks Co. Ltd.
84:DF:0C	NET2GRID BV
3C:B8:7A	Private
E4:25:E9	Color-Chip
F4:48:48	Amscreen Group Ltd
44:13:19	WKK TECHNOLOGY LTD.
08:8F:2C	Hills Sound Vision & Lighting
3C:9F:81	Shenzhen CATIC Bit Communications Technology Co.,Ltd
18:33:9D	Cisco Systems, Inc
64:22:16	Shandong Taixin Electronic co.,Ltd
D4:3D:7E	Micro-Star Int'l Co, Ltd
64:51:7E	LONG BEN (DONGGUAN) ELECTRONIC TECHNOLOGY CO.,LTD.
0C:57:EB	Mueller Systems
48:28:2F	zte corporation
74:53:27	COMMSEN CO., LIMITED
E4:71:85	Securifi Ltd
88:10:36	Panodic(ShenZhen) Electronics Limted
18:F8:7A	i3 International Inc.
14:2D:F5	Amphitech
C0:8A:DE	Ruckus Wireless
90:F7:2F	Phillips Machine & Welding Co., Inc.
B4:55:70	Borea
5C:50:15	Cisco Systems, Inc
0C:D2:B5	Binatone Telecommunication Pvt. Ltd
48:46:F1	Uros Oy
1C:D4:0C	Kriwan Industrie-Elektronik GmbH
74:7B:7A	ETH Inc.
1C:7C:45	Vitek Industrial Video Products, Inc.
C8:AE:9C	Shanghai TYD Elecronic Technology Co. Ltd
A4:4C:11	Cisco Systems, Inc
78:25:44	Omnima Limited
D4:DF:57	Alpinion Medical Systems
50:48:EB	BEIJING HAIHEJINSHENG NETWORK TECHNOLOGY CO. LTD.
40:AC:8D	Data Management, Inc.
54:46:6B	Shenzhen CZTIC Electronic Technology Co., Ltd
1C:34:77	Innovation Wireless
44:23:AA	Farmage Co., Ltd.
A0:EF:84	Seine Image Int'l Co., Ltd
AC:7A:42	iConnectivity
58:69:F9	Fusion Transactive Ltd.
B0:C8:3F	Jiangsu Cynray IOT Co., Ltd.
CC:14:A6	Yichun MyEnergy Domain, Inc
98:D6:86	Chyi Lee industry Co., ltd.
20:44:3A	Schneider Electric Asia Pacific Ltd
28:C9:14	Taimag Corporation
4C:78:97	Arrowhead Alarm Products Ltd
AC:0A:61	Labor S.r.L.
B4:82:C5	Relay2, Inc.
60:D1:AA	Vishal Telecommunications Pvt Ltd
CC:C1:04	Applied Technical Systems
70:9B:A5	Shenzhen Y&D Electronics Co.,LTD.
EC:42:F0	ADL Embedded Solutions, Inc.
10:BD:18	Cisco Systems, Inc
B0:43:5D	NuLEDs, Inc.
A8:2B:D6	Shina System Co., Ltd
8C:C7:AA	Radinet Communications Inc.
20:01:4F	Linea Research Ltd
80:D1:8B	Hangzhou I'converge Technology Co.,Ltd
B4:A4:B5	Zen Eye Co.,Ltd
48:91:53	Weinmann Geräte für Medizin GmbH + Co. KG
54:9D:85	EnerAccess inc
5C:EE:79	Global Digitech Co LTD
9C:E1:0E	NCTech Ltd
28:F6:06	Syes srl
A0:C3:DE	Triton Electronic Systems Ltd.
AC:3F:A4	TAIYO YUDEN CO.,LTD
0C:13:0B	Uniqoteq Ltd.
14:CF:8D	OHSUNG ELECTRONICS CO., LTD.
80:86:98	Netronics Technologies Inc.
2C:00:F7	XOS
80:93:93	Xapt GmbH
00:DE:FB	Cisco Systems, Inc
90:AC:3F	BrightSign LLC
7C:AC:B2	Bosch Software Innovations GmbH
00:43:FF	KETRON S.R.L.
74:57:98	TRUMPF Laser GmbH + Co. KG
38:E0:8E	Mitsubishi Electric Corporation
E4:FA:1D	PAD Peripheral Advanced Design Inc.
4C:9E:80	KYOKKO ELECTRIC Co., Ltd.
A8:26:D9	HTC Corporation
F0:3A:55	Omega Elektronik AS
24:B8:8C	Crenus Co.,Ltd.
98:BC:57	SVA TECHNOLOGIES CO.LTD
98:FE:03	Ericsson - North America
F0:EE:BB	VIPAR GmbH
54:D0:ED	AXIM Communications
A4:90:05	CHINA GREATWALL COMPUTER SHENZHEN CO.,LTD
30:55:ED	Trex Network LLC
D4:A0:2A	Cisco Systems, Inc
04:63:E0	Nome Oy
BC:A4:E1	Nabto
90:0A:3A	PSG Plastic Service GmbH
FC:5B:26	MikroBits
5C:C2:13	Fr. Sauter AG
58:1D:91	Advanced Mobile Telecom co.,ltd.
9C:B0:08	Ubiquitous Computing Technology Corporation
00:37:6D	Murata Manufacturing Co., Ltd.
E0:EF:25	Lintes Technology Co., Ltd.
CC:EE:D9	VAHLE DETO GmbH
64:5E:BE	Yahoo! JAPAN
CC:C5:0A	SHENZHEN DAJIAHAO TECHNOLOGY CO.,LTD
D0:1A:A7	UniPrint
B0:8E:1A	URadio Systems Co., Ltd
40:60:5A	Hawkeye Tech Co. Ltd
E0:5D:A6	Detlef Fink Elektronik & Softwareentwicklung
0C:75:23	BEIJING GEHUA CATV NETWORK CO.,LTD
BC:2C:55	Bear Flag Design, Inc.
04:F4:BC	Xena Networks
60:8C:2B	Hanson Technology
EC:11:20	FloDesign Wind Turbine Corporation
D0:F7:3B	Helmut Mauell GmbH
C4:95:A2	SHENZHEN WEIJIU INDUSTRY AND TRADE DEVELOPMENT CO., LTD
0C:9E:91	Sankosha Corporation
F4:87:71	Infoblox
04:F0:21	Compex Systems Pte Ltd
88:23:FE	TTTech Computertechnik AG
98:AA:D7	BLUE WAVE NETWORKING CO LTD
20:10:7A	Gemtek Technology Co., Ltd.
50:22:67	PixeLINK
90:92:B4	Diehl BGT Defence GmbH & Co. KG
80:60:07	RIM
38:A8:51	Moog, Ing
90:18:5E	Apex Tool Group GmbH & Co OHG
64:9E:F3	Cisco Systems, Inc
34:D0:9B	MobilMAX Technology Inc.
08:75:72	Obelux Oy
9C:1F:DD	Accupix Inc.
50:64:41	Greenlee
80:94:6C	TOKYO RADAR CORPORATION
00:FA:3B	CLOOS ELECTRONIC GMBH
28:CD:1C	Espotel Oy
D8:24:BD	Cisco Systems, Inc
D8:78:E5	KUHN SA
C4:93:00	8Devices
4C:39:10	Newtek Electronics co., Ltd.
58:08:FA	Fiber Optic & telecommunication INC.
7C:94:B2	Philips Healthcare PCCI
20:05:05	RADMAX COMMUNICATION PRIVATE LIMITED
58:48:C0	COFLEC
C8:F7:04	Building Block Video
C8:AF:40	marco Systemanalyse und Entwicklung GmbH
AC:31:9D	Shenzhen TG-NET Botone Technology Co.,Ltd.
08:D0:9F	Cisco Systems, Inc
B8:14:13	Keen High Holding(HK) Ltd.
20:37:BC	Kuipers Electronic Engineering BV
A8:87:ED	ARC Wireless LLC
98:35:71	Sub10 Systems Ltd
B0:5C:E5	Nokia Corporation
CC:6B:F1	Sound Masking Inc.
B8:2C:A0	Honeywell HomMed
94:AE:61	Alcatel Lucent
7C:A6:1D	MHL, LLC
5C:CE:AD	CDYNE Corporation
9C:A3:BA	SAKURA Internet Inc.
70:97:56	Happyelectronics Co.,Ltd
D4:20:6D	HTC Corporation
18:66:E3	Veros Systems, Inc.
00:B3:38	Kontron Design Manufacturing Services (M) Sdn. Bhd
94:DE:0E	SmartOptics AS
A4:29:B7	bluesky
7C:6B:33	Tenyu Tech Co. Ltd.
CC:B8:F1	EAGLE KINGDOM TECHNOLOGIES LIMITED
DC:2E:6A	HCT. Co., Ltd.
34:25:5D	Shenzhen Loadcom Technology Co.,Ltd
18:97:FF	TechFaith Wireless Technology Limited
8C:8E:76	taskit GmbH
B4:D8:DE	iota Computing, Inc.
54:CD:A7	Fujian Shenzhou Electronic Co.,Ltd
10:00:FD	LaonPeople
60:35:53	Buwon Technology
B8:9B:C9	SMC Networks Inc
48:02:2A	B-Link Electronic Limited
48:A6:D2	GJsun Optical Science and Tech Co.,Ltd.
18:6D:99	Adanis Inc.
D4:4B:5E	TAIYO YUDEN CO., LTD.
B4:0C:25	Palo Alto Networks
40:BF:17	Digistar Telecom. SA
E4:AF:A1	HES-SO
58:92:0D	Kinetic Avionics Limited
20:76:00	Actiontec Electronics, Inc
84:D3:2A	IEEE 1905.1
F8:E7:B5	µTech Tecnologia LTDA
04:62:D7	ALSTOM HYDRO FRANCE
CC:C8:D7	CIAS Elettronica srl
64:AE:0C	Cisco Systems, Inc
A4:46:FA	AmTRAN Video Corporation
28:04:E0	FERMAX ELECTRONICA S.A.U.
FC:01:CD	FUNDACION TEKNIKER
88:E7:A6	iKnowledge Integration Corp.
98:E7:9A	Foxconn(NanJing) Communication Co.,Ltd.
54:F5:B6	ORIENTAL PACIFIC INTERNATIONAL LIMITED
34:A5:5D	TECHNOSOFT INTERNATIONAL SRL
D0:C2:82	Cisco Systems, Inc
44:9C:B5	Alcomp, Inc
24:E6:BA	JSC Zavod im. Kozitsky
8C:8A:6E	ESTUN AUTOMATION TECHNOLOY CO., LTD
E0:ED:1A	vastriver Technology Co., Ltd
C8:3B:45	JRI-Maxant
68:5E:6B	PowerRay Co., Ltd.
4C:32:D9	M Rutty Holdings Pty. Ltd.
50:A7:33	Ruckus Wireless
60:3F:C5	COX CO., LTD
18:2B:05	8D Technologies
54:A9:D4	Minibar Systems
48:61:A3	Concern Axion JSC
D8:96:85	GoPro
08:A1:2B	ShenZhen EZL Technology Co., Ltd
94:31:9B	Alphatronics BV
08:FC:52	OpenXS BV
20:5B:5E	Shenzhen Wonhe Technology Co., Ltd
3C:C9:9E	Huiyang Technology Co., Ltd
C8:A1:BA	Neul Ltd
AC:02:EF	Comsis
C4:3A:9F	Siconix Inc.
04:18:B6	Private
D4:02:4A	Delphian Systems LLC
84:24:8D	Zebra Technologies Inc
24:EC:99	ASKEY COMPUTER CORP
B8:62:1F	Cisco Systems, Inc
B4:5C:A4	Thing-talk Wireless Communication Technologies Corporation Limited
AC:8A:CD	ROGER D.Wensker, G.Wensker sp.j.
98:42:46	SOL INDUSTRY PTE., LTD
28:A5:74	Miller Electric Mfg. Co.
38:26:CD	ANDTEK
C4:36:DA	Rusteletech Ltd.
00:FC:70	Intrepid Control Systems, Inc.
A4:EE:57	SEIKO EPSON CORPORATION
D0:AF:B6	Linktop Technology Co., LTD
44:4F:5E	Pan Studios Co.,Ltd.
0C:39:56	Observator instruments
A4:99:81	FuJian Elite Power Tech CO.,LTD.
B8:3A:7B	Worldplay (Canada) Inc.
78:3F:15	EasySYNC Ltd.
F4:B5:49	Yeastar Technology Co., Ltd.
88:B1:68	Delta Control GmbH
20:B3:99	Enterasys
18:B7:9E	Invoxia
14:74:11	RIM
5C:56:ED	3pleplay Electronics Private Limited
08:38:A5	Funkwerk plettac electronic GmbH
BC:CD:45	VOISMART
78:02:8F	Adaptive Spectrum and Signal Alignment (ASSIA), Inc.
D4:A4:25	SMAX Technology Co., Ltd.
98:F8:DB	Marini Impianti Industriali s.r.l.
14:07:08	Private
24:C9:DE	Genoray
60:54:64	Eyedro Green Solutions Inc.
54:05:5F	Alcatel Lucent
40:55:39	Cisco Systems, Inc
B8:BE:BF	Cisco Systems, Inc
38:FE:C5	Ellips B.V.
24:C8:6E	Chaney Instrument Co.
D4:D8:98	Korea CNO Tech Co., Ltd
50:70:E5	He Shan World Fair Electronics Technology Limited
28:EE:2C	Frontline Test Equipment
80:22:75	Beijing Beny Wave Technology Co Ltd
BC:81:99	BASIC Co.,Ltd.
00:07:26	Shenzhen Gongjin Electronics Co., Ltd.
24:47:0E	PentronicAB
A4:DB:2E	Kingspan Environmental Ltd
F4:4E:FD	Actions Semiconductor Co.,Ltd.(Cayman Islands)
34:BC:A6	Beijing Ding Qing Technology, Ltd.
D4:C1:FC	Nokia Corporation
48:DC:FB	Nokia Corporation
68:84:70	eSSys Co.,Ltd
F0:8B:FE	COSTEL.,CO.LTD
54:35:DF	Symeo GmbH
F4:3D:80	FAG Industrial Services GmbH
D4:F0:B4	Napco Security Technologies
40:B3:FC	Logital Co. Limited
D0:5F:CE	Hitachi Data Systems
8C:82:A8	Insigma Technology Co.,Ltd
3C:27:63	SLE quality engineering GmbH & Co. KG
A4:4B:15	Sun Cupid Technology (HK) LTD
50:8A:CB	SHENZHEN MAXMADE TECHNOLOGY CO., LTD.
70:32:D5	Athena Wireless Communications Inc
7C:F0:BA	Linkwell Telesystems Pvt Ltd
CC:C6:2B	Tri-Systems Corporation
AC:F9:7E	ELESYS INC.
4C:73:67	Genius Bytes Software Solutions GmbH
DC:2B:66	InfoBLOCK S.A. de C.V.
14:F0:C5	Xtremio Ltd.
C0:27:B9	Beijing National Railway Research & Design Institute  of Signal & Communication Co., Ltd.
70:A4:1C	Advanced Wireless Dynamics S.L.
28:51:32	Shenzhen Prayfly Technology Co.,Ltd
4C:3B:74	VOGTEC(H.K.) Co., Ltd
50:97:72	Westinghouse Digital
D8:5D:84	CAx soft GmbH
78:A6:83	Precidata
BC:67:84	Environics Oy
B4:E0:CD	Fusion-io, Inc
50:AF:73	Shenzhen Bitland Information Technology Co., Ltd.
48:8E:42	DIGALOG GmbH
28:60:46	Lantech Communications Global, Inc.
A4:24:B3	FlatFrog Laboratories AB
A4:85:6B	Q Electronics Ltd
84:EA:99	Vieworks
DC:CB:A8	Explora Technologies Inc
58:EE:CE	Icon Time Systems
A4:1B:C0	Fastec Imaging Corporation
E0:1F:0A	Xslent Energy Technologies. LLC
F4:03:21	BeNeXt B.V.
00:B0:33	OAO Izhevskiy radiozavod
70:7E:DE	NASTEC LTD.
CC:BE:71	OptiLogix BV
D8:B1:2A	Panasonic Mobile Communications Co., Ltd.
7C:DD:90	Shenzhen Ogemray Technology Co., Ltd.
C0:7E:40	SHENZHEN XDK COMMUNICATION EQUIPMENT CO.,LTD
E4:4F:29	MA Lighting Technology GmbH
6C:AB:4D	Digital Payment Technologies
60:DA:23	Estech Co.,Ltd
28:F3:58	2C - Trifonov & Co
30:4C:7E	Panasonic Electric Works Automation Controls Techno Co.,Ltd.
64:D1:A3	Sitecom Europe BV
38:31:AC	WEG
2C:7E:CF	Onzo Ltd
10:E3:C7	Seohwa Telecom
E8:40:40	Cisco Systems, Inc
0C:81:12	Private
7C:7D:41	Jinmuyu Electronics Co., Ltd.
4C:14:80	NOREGON SYSTEMS, INC
60:F6:73	TERUMO CORPORATION
E4:8A:D5	RF WINDOW CO., LTD.
24:F0:FF	GHT Co., Ltd.
4C:07:C9	COMPUTER OFFICE Co.,Ltd.
40:F4:EC	Cisco Systems, Inc
28:72:F0	ATHENA
9C:80:7D	SYSCABLE Korea Inc.
18:0B:52	Nanotron Technologies GmbH
64:DE:1C	Kingnetic Pte Ltd
54:04:96	Gigawave LTD
C8:C1:26	ZPM Industria e Comercio Ltda
04:1D:10	Dream Ware Inc.
88:DD:79	Voltaire
44:68:AB	JUIN COMPANY, LIMITED
90:2E:87	LabJack
C8:20:8E	Storagedata
00:B3:42	MacroSAN Technologies Co., Ltd.
4C:B9:C8	CONET CO., LTD.
04:74:A1	Aligera Equipamentos Digitais Ltda
10:64:E2	ADFweb.com s.r.l.
CC:34:D7	GEWISS S.P.A.
B4:CF:DB	Shenzhen Jiuzhou Electric Co.,LTD
C4:63:54	U-Raku, Inc.
20:FE:DB	M2M Solution S.A.S.
40:5F:BE	RIM
E0:5B:70	Innovid, Co., Ltd.
04:36:04	Gyeyoung I&T
34:F9:68	ATEK Products, LLC
D0:D0:FD	Cisco Systems, Inc
70:64:17	ORBIS TECNOLOGIA ELECTRICA S.A.
64:FC:8C	Zonar Systems
28:ED:58	JAG Jakob AG
98:73:C4	Sage Electronic Engineering LLC
B8:79:7E	Secure Meters (UK) Limited
20:05:E8	OOO InProMedia
E0:D1:0A	Katoudenkikougyousyo co ltd
1C:06:56	IDY Corporation
C4:4B:44	Omniprint Inc.
60:15:C7	IdaTech
18:8E:D5	TP Vision Belgium N.V. - innovation site Brugge
8C:E7:B3	Sonardyne International Ltd
00:34:F1	Radicom Research, Inc.
A8:B0:AE	LEONI
60:89:3C	Thermo Fisher Scientific P.O.A.
5C:17:D3	LGE
34:78:77	O-NET Communications(Shenzhen) Limited
70:A1:91	Trendsetter Medical, LLC
A4:9B:13	Burroughs Payment Systems, Inc.
58:BC:27	Cisco Systems, Inc
34:D2:C4	RENA GmbH Print Systeme
E0:A6:70	Nokia Corporation
E0:61:B2	HANGZHOU ZENOINTEL TECHNOLOGY CO., LTD
44:91:DB	Shanghai Huaqin Telecom Technology Co.,Ltd
14:D7:6E	CONCH ELECTRONIC Co.,Ltd
CC:6B:98	Minetec Wireless Technologies
C4:CD:45	Beijing Boomsense Technology CO.,LTD.
D0:BB:80	SHL Telemedicine International Ltd.
1C:83:B0	Linked IP GmbH
F0:65:DD	Primax Electronics Ltd.
70:65:82	Suzhou Hanming Technologies Co., Ltd.
94:C7:AF	Raylios Technology
68:54:F5	enLighted Inc
00:8C:10	Black Box Corp.
20:A2:E7	Lee-Dickens Ltd
8C:DD:8D	Wifly-City System Inc.
EC:98:C1	Beijing Risbo Network Technology Co.,Ltd
EC:C3:8A	Accuenergy (CANADA) Inc
D4:8F:AA	Sogecam Industrial, S.A.
38:A9:5F	Actifio Inc
A0:DD:E5	SHARP Corporation
94:A7:BC	BodyMedia, Inc.
6C:9B:02	Nokia Corporation
84:DB:2F	Sierra Wireless Inc
